iter	RMSE
624	16.51025386
625	16.46625369
626	16.44303157
627	16.38835397
628	16.34863782
629	16.33264724
630	16.30375297
631	16.28341662
632	16.26123867
633	16.2340949
634	16.19577449
635	16.16261353
636	16.13271665
637	16.09539343
638	16.04849172
639	16.02298269
640	15.99794048
641	15.97099421
642	15.93010743
643	15.89434921
644	15.88034615
645	15.83806725
646	15.79651675
647	15.76878494
648	15.73618281
649	15.69068976
650	15.65444765
651	15.62280213
652	15.59285196
653	15.56658394
654	15.53588627
655	15.51387001
656	15.47497615
657	15.46014009
658	15.41232156
659	15.38656467
660	15.35260879
661	15.30848659
662	15.30166311
663	15.27343582
664	15.23730388
665	15.19134067
666	15.15475101
667	15.1268005
668	15.09139719
669	15.06275854
670	15.04401906
671	15.03261138
672	15.00498093
673	14.96013196
674	14.92154517
675	14.88229992
676	14.84419661
677	14.82852343
678	14.80119932
679	14.77485403
680	14.73345186
681	14.7120487
682	14.70100265
683	14.66359454
684	14.6281748
685	14.59716882
686	14.57063557
687	14.53835127
688	14.49923942
689	14.48045178
690	14.45326735
691	14.42945332
692	14.3842799
693	14.35537069
694	14.32073071
695	14.31093679
696	14.28546646
697	14.25641578
698	14.24005421
699	14.23101547
700	14.21837737
701	14.18674667
702	14.14318347
703	14.11146779
704	14.0937632
705	14.07232019
706	14.03669695
707	14.01014845
708	14.00149337
709	13.96874389
710	13.92693282
711	13.90774192
712	13.87447734
713	13.85780672
714	13.81218221
715	13.78288286
716	13.75502319
717	13.72177058
718	13.69614665
719	13.65794806
720	13.63253097
721	13.60576632
722	13.57993287
723	13.5544875
724	13.5276293
725	13.50575567
726	13.47638429
727	13.45415551
728	13.41858038
729	13.38159057
730	13.34367755
731	13.31877917
732	13.29975782
733	13.27897358
734	13.25791566
735	13.22038655
736	13.19884346
737	13.16607728
738	13.13646395
739	13.1039383
740	13.0769818
741	13.05271829
742	13.01092006
743	12.98762799
744	12.94976383
745	12.91620192
746	12.89121598
747	12.88176972
748	12.85280574
749	12.8305521
750	12.80294361
751	12.77706928
752	12.74955169
753	12.71846555
754	12.69852865
755	12.67134419
756	12.64770288
757	12.62306412
758	12.61154568
759	12.59289181
760	12.56757184
761	12.53692576
762	12.5143155
763	12.48262261
764	12.45736754
765	12.42425688
766	12.40499584
767	12.39242177
768	12.36285233
769	12.32935344
770	12.32012259
771	12.29845267
772	12.28100508
773	12.26581217
774	12.2388046
775	12.20135205
776	12.18978673
777	12.16366754
778	12.13878543
779	12.11306529
780	12.10133728
781	12.08098114
782	12.04660835
783	12.0279301
784	11.99595086
785	11.97085445
786	11.95606433
787	11.92832935
788	11.89696506
789	11.87964959
790	11.84541281
791	11.81045586
792	11.79287876
793	11.76390447
794	11.73860706
795	11.72392
796	11.69865825
797	11.67649708
798	11.64840527
799	11.63544037
800	11.61827953
801	11.61439036
802	11.58866422
803	11.57529527
804	11.55612306
805	11.52844669
806	11.50891205
807	11.48915712
808	11.46649926
809	11.44707684
810	11.41642139
811	11.38983163
812	11.36064516
813	11.34639561
814	11.33113522
815	11.31222878
816	11.28279574
817	11.26493783
818	11.24548168
819	11.23241894
820	11.20353197
821	11.19237948
822	11.17682534
823	11.14217821
824	11.12580741
825	11.10611042
826	11.08774376
827	11.07207675
828	11.05811706
829	11.04127713
830	11.02237025
831	10.99896659
832	10.97668041
833	10.95227279
834	10.93474814
835	10.90483359
836	10.87503313
837	10.85604197
838	10.82718301
839	10.81656211
840	10.79056888
841	10.77061303
842	10.760221
843	10.73747845
844	10.71702397
845	10.70146402
846	10.68326252
847	10.65624672
848	10.64072688
849	10.62335002
850	10.60445113
851	10.60061639
852	10.58869923
853	10.57189241
854	10.5540353
855	10.54024306
856	10.51943243
857	10.49434363
858	10.47386419
859	10.46258562
860	10.44351444
861	10.42148086
862	10.401273
863	10.38735424
864	10.37495425
865	10.35347808
866	10.32395621
867	10.31875856
868	10.30107084
869	10.27680688
870	10.25276787
871	10.22769079
872	10.2156591
873	10.19754778
874	10.18000702
875	10.17119913
876	10.15458537
877	10.1286503
878	10.11176022
879	10.08709079
880	10.06972257
881	10.03525648
882	10.01900884
883	10.00196202
884	9.988177113
885	9.975097574
886	9.94574504
887	9.923632286
888	9.908021841
889	9.88911826
890	9.881626591
891	9.861782501
892	9.842809221
893	9.837419176
894	9.82164194
895	9.792409371
896	9.778558896
897	9.762236452
898	9.754732913
899	9.734248682
900	9.722881688
901	9.699654311
902	9.681911443
903	9.668065688
904	9.656429213
905	9.641039357
906	9.623571484
907	9.614167838
908	9.595534047
909	9.581222769
910	9.565530629
911	9.554839216
912	9.534646147
913	9.529512387
914	9.50669724
915	9.489360591
916	9.470895221
917	9.460892516
918	9.445846969
919	9.440011096
920	9.416043484
921	9.409877574
922	9.393554808
923	9.376764656
924	9.36353126
925	9.344625561
926	9.327498429
927	9.319394596
928	9.315093159
929	9.299776723
930	9.279255031
931	9.250087964
932	9.226606878
933	9.220197936
934	9.190919216
935	9.169501585
936	9.165187035
937	9.149616901
938	9.145280402
939	9.143183309
940	9.134792975
941	9.11665558
942	9.089531623
943	9.077476509
944	9.058742246
945	9.05011081
946	9.032971269
947	9.008715957
948	8.996490473
949	8.978599904
950	8.965984085
951	8.953428312
952	8.938224315
953	8.9233304
954	8.91855207
955	8.906684301
956	8.887513423
957	8.877213034
958	8.864332437
959	8.840684805
960	8.823260332
961	8.808905143
962	8.796470786
963	8.778938122
964	8.767070007
965	8.749214007
966	8.739517253
967	8.718605574
968	8.70583005
969	8.699777391
970	8.688561109
971	8.673333222
972	8.661706499
973	8.647030451
974	8.632637763
975	8.62265983
976	8.607435135
977	8.582252901
978	8.55955508
979	8.541350584
980	8.52277173
981	8.50582054
982	8.502277995
983	8.490495987
984	8.478909107
985	8.476392607
986	8.463831752
987	8.449476832
988	8.431433988
989	8.407616267
990	8.389996036
991	8.378964221
992	8.357994493
993	8.347115374
994	8.336026923
995	8.320953551
996	8.30994575
997	8.294836567
998	8.284305701
999	8.273529068
